Reference_Article	Code_Barre	Type_Article	Nom_Article	Dominant	Saison	Genre	Famille	Couleur	Marque	Nom_Fournisseur	Description	Declinaison	TauxTaxe_TVA	PrixVente_TTC	DateApplication_PrixVente	QteEnStock	Ref_Decli	Code_Barre_Decli
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Maille piquéeKin_13Pure SoieKin_13XL/NAVY	Modèle=Washing Machine:Taille=XL:Couleur_Texture=NAVY:Extras=Maille piquée	16	13700	01/04/15	10	5012242524065	5012242524065
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture zippéeKin_13Pure SoieKin_13M/DEEP HEATHER	Modèle=Stars Lovers:Taille=M:Couleur_Texture=DEEP HEATHER:Extras=Ouverture zippée	16	12700	01/04/15	10	5012243322042	5012243322042
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture boutonsKin_13Pure SoieKin_13M/DEEP HEATHER	Modèle=Stars Lovers:Taille=M:Couleur_Texture=DEEP HEATHER:Extras=Ouverture boutons	16	12200	01/04/15	10	5012243422049	5012243422049
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Maille piquéeKin_13Pure SoieKin_13M/DEEP HEATHER	Modèle=Stars Lovers:Taille=M:Couleur_Texture=DEEP HEATHER:Extras=Maille piquée	16	13200	01/04/15	10	5012243522046	5012243522046
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture zippéeKin_13Pure SoieKin_13M/BROWN	Modèle=Stars Lovers:Taille=M:Couleur_Texture=BROWN:Extras=Ouverture zippée	16	12700	01/04/15	10	5012243322059	5012243322059
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture boutonsKin_13Pure SoieKin_13M/BROWN	Modèle=Stars Lovers:Taille=M:Couleur_Texture=BROWN:Extras=Ouverture boutons	16	12200	01/04/15	10	5012243422056	5012243422056
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Maille piquéeKin_13Pure SoieKin_13M/BROWN	Modèle=Stars Lovers:Taille=M:Couleur_Texture=BROWN:Extras=Maille piquée	16	13200	01/04/15	10	5012243522053	5012243522053
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture zippéeKin_13Pure SoieKin_13M/NAVY	Modèle=Stars Lovers:Taille=M:Couleur_Texture=NAVY:Extras=Ouverture zippée	16	12700	01/04/15	10	5012243322066	5012243322066
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture boutonsKin_13Pure SoieKin_13M/NAVY	Modèle=Stars Lovers:Taille=M:Couleur_Texture=NAVY:Extras=Ouverture boutons	16	12200	01/04/15	10	5012243422063	5012243422063
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Maille piquéeKin_13Pure SoieKin_13M/NAVY	Modèle=Stars Lovers:Taille=M:Couleur_Texture=NAVY:Extras=Maille piquée	16	13200	01/04/15	10	5012243522060	5012243522060
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture zippéeKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Stars Lovers:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Ouverture zippée	16	13000	01/04/15	10	5012243323049	5012243323049
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture boutonsKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Stars Lovers:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Ouverture boutons	16	12500	01/04/15	10	5012243423046	5012243423046
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Maille piquéeKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Stars Lovers:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Maille piquée	16	13500	01/04/15	10	5012243523043	5012243523043
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture zippéeKin_13Pure SoieKin_13L/BROWN	Modèle=Stars Lovers:Taille=L:Couleur_Texture=BROWN:Extras=Ouverture zippée	16	13000	01/04/15	10	5012243323056	5012243323056
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture boutonsKin_13Pure SoieKin_13L/BROWN	Modèle=Stars Lovers:Taille=L:Couleur_Texture=BROWN:Extras=Ouverture boutons	16	12500	01/04/15	10	5012243423053	5012243423053
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Maille piquéeKin_13Pure SoieKin_13L/BROWN	Modèle=Stars Lovers:Taille=L:Couleur_Texture=BROWN:Extras=Maille piquée	16	13500	01/04/15	10	5012243523050	5012243523050
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture zippéeKin_13Pure SoieKin_13L/NAVY	Modèle=Stars Lovers:Taille=L:Couleur_Texture=NAVY:Extras=Ouverture zippée	16	13000	01/04/15	10	5012243323063	5012243323063
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture boutonsKin_13Pure SoieKin_13L/NAVY	Modèle=Stars Lovers:Taille=L:Couleur_Texture=NAVY:Extras=Ouverture boutons	16	12500	01/04/15	10	5012243423060	5012243423060
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Maille piquéeKin_13Pure SoieKin_13L/NAVY	Modèle=Stars Lovers:Taille=L:Couleur_Texture=NAVY:Extras=Maille piquée	16	13500	01/04/15	10	5012243523067	5012243523067
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture zippéeKin_13Pure SoieKin_13XL/DEEP HEATHER	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=DEEP HEATHER:Extras=Ouverture zippée	16	13200	01/04/15	10	5012243324046	5012243324046
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture boutonsKin_13Pure SoieKin_13XL/DEEP HEATHER	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=DEEP HEATHER:Extras=Ouverture boutons	16	12700	01/04/15	10	5012243424043	5012243424043
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Maille piquéeKin_13Pure SoieKin_13XL/DEEP HEATHER	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=DEEP HEATHER:Extras=Maille piquée	16	13700	01/04/15	10	5012243524040	5012243524040
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture zippéeKin_13Pure SoieKin_13XL/BROWN	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=BROWN:Extras=Ouverture zippée	16	13200	01/04/15	10	5012243324053	5012243324053
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture boutonsKin_13Pure SoieKin_13XL/BROWN	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=BROWN:Extras=Ouverture boutons	16	12700	01/04/15	10	5012243424050	5012243424050
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Maille piquéeKin_13Pure SoieKin_13XL/BROWN	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=BROWN:Extras=Maille piquée	16	13700	01/04/15	10	5012243524057	5012243524057
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture zippéeKin_13Pure SoieKin_13XL/NAVY	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=NAVY:Extras=Ouverture zippée	16	13200	01/04/15	10	5012243324060	5012243324060
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Ouverture boutonsKin_13Pure SoieKin_13XL/NAVY	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=NAVY:Extras=Ouverture boutons	16	12700	01/04/15	10	5012243424067	5012243424067
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes Col brodé - Maille piquéeKin_13Pure SoieKin_13XL/NAVY	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=NAVY:Extras=Maille piquée	16	13700	01/04/15	10	5012243524064	5012243524064
